customer_id,first_name,last_name,email,phone,city,state,country,date_of_birth,registration_date,loyalty_level
C0004908,Thomas,Johnson,timothy79@example.com,0042527695,Pune,Tamil Nadu,India,1981-05-14,2022-08-09,Silver
C0004909,Brian,Mejia,jeffrey32@example.org,4018418642,Kolkata,Karnataka,India,2001-07-12,2025-03-10,Silver
C0004910,Anthony, Sampson ,kmejia@example.com,5482948712,Ahmedabad,Tamil Nadu,India,1972-04-18,2025-02-10,Platinum
C0004911,Sara,Hernandez,thomasbates@example.org,8663189290,Bengaluru,Maharashtra,India,1981-09-16,2021-10-23,Silver
C0004912,Chad,Evans,riverahannah@example.com,3006464173,Pune,Rajasthan,India,1998-04-28,2021-10-28,Silver
C0004913,Carly,Cisneros,kelli67@example.net,6811104145,Bengaluru,Rajasthan,India,2001-06-11,2022-01-22,Bronze
C0004914,Robert,Deleon,ugonzalez@example.net,1401908485,Pune,Gujarat,India,1965-12-10,2023-05-26,Bronze
C0004915,Deanna,Carpenter,sara17@example.net,3655323273,Ahmedabad,Maharashtra,India,1969-10-10,2026-01-25,Silver
C0004916,Alex,White,sotodavid@example.net,6652826481,Ahmedabad,Maharashtra,India,1971-08-13,2023-09-24,Silver
C0004917,JEFF,Mullins,becky68@example.com,4413220710,Mumbai,Maharashtra,India,1985-07-13,2024-10-14,Silver
C0004918,Michael,Aguilar,theresacampbell@example.net,5906192922,Chennai,Maharashtra,India,1988-08-03,2024-03-02,Bronze
C0004919,April,Holt,dgreen@example.org,4108878346,,Maharashtra,India,1982-09-12,2024-07-15,Gold
C0004920,Isaac,Sanchez,laura43@example.com,1708387970,Kolkata,Gujarat,India,1998-07-15,2024-05-21,Gold
C0004921,James,Wilson,wkelly@example.org,6954607682,Ahmedabad,Gujarat,India,1986-07-04,2025-05-07,Bronze
C0004922,Ryan,Herring,hernandezvalerie@example.com,4464841326,Kolkata,West Bengal,India,1994-06-23,2023-07-21,Gold
C0004923,Gerald,Ryan,william42@example.com,5701639436,Hyderabad,Maharashtra,India,1966-12-23,2022-08-19,Bronze
C0004924,Elizabeth,Ruiz,mharris@example.net,4062152738,Hyderabad,West Bengal,India,1984-06-13,2024-12-25,Bronze
C0004925,Anna,Malone,shannon17@example.com,6142207982,Kolkata,Telangana,India,1992-12-14,2022-11-05,Bronze
C0004926,Dwayne,Johnson,kellyjohnny@example.org,2634960708,Hyderabad,Maharashtra,India,1981-10-23,2022-03-28,Bronze
C0004927,Gary,Gill,davidmorris@example.net,1615390830,Kolkata,Gujarat,India,1991-07-09,2025-08-17,Bronze
C0004928,Cassandra,Torres,cindymccoy@example.org,0923717035,Pune,Maharashtra,India,1994-05-24,2022-02-28,Bronze
C0004929,Sophia,Weber,davidsanders@example.com,7601500438,Kolkata,Telangana,India,1990-02-09,2026-07-15,Bronze
C0004930,Christopher,Rodriguez,rachelbarker@example.com,4391798303,Coimbatore,Delhi,India,1969-11-22,2021-12-18,Bronze
C0004931,Colleen,Hicks,fferguson@example.org,6563597293,Ahmedabad,Rajasthan,India,1990-04-29,2025-11-13,Silver
C0004932,Brittany,White,vbanks@example.com,4714949746,Kolkata,West Bengal,India,1992-09-19,2024-12-07,Gold
C0004933,Stacey,Ayers,davischristina@example.com,4337804890,Hyderabad,Gujarat,India,1975-10-12,2022-06-21,Platinum
C0004934,Jessica, Rangel ,ugrant@example.org,0425634431,Chennai,Maharashtra,India,2001-05-13,2021-10-11,Platinum
C0004935,Brenda,Murray,biancamoody@example.net,6828700762,Bengaluru,Maharashtra,India,1989-04-15,2023-01-30,Silver
C0004936,Rachel,Ramirez,paulmiller@example.net,2519486756,Jaipur,Delhi,India,1975-07-10,2023-04-13,Bronze
C0004937,John,Miller,jamesnorton@example.org,6609373282,Coimbatore,Gujarat,India,1985-05-27,2021-12-21,Gold
C0004938,Samuel,Gomez,andrewwilson@example.net,0321446544,Kolkata,Gujarat,India,1988-04-30,2021-11-03,Bronze
C0004939,Hannah,Peterson,thomasbrown@example.org,4121455664,Delhi,Telangana,India,2007-03-07,2025-06-15,Bronze
C0004940,Edward,Smith,pittmanandrew@example.net,4589542852,Delhi,Rajasthan,India,1998-03-24,2025-12-25,Bronze
C0004941,James,Anderson,michelle84@example.net,3866616010,Bengaluru,Rajasthan,India,2007-08-14,2024-06-25,Bronze
C0004942,Susan,Gilbert,jonathon99@example.org,7956195721,Delhi,Maharashtra,India,1979-09-14,2021-08-07,Silver
C0004943,Kim,Mccarthy,falvarado@example.net,5438853805,Hyderabad,Maharashtra,India,1976-01-24,2022-11-11,Silver
C0004944,Nicholas,Holland,thomashunter@example.org,0885002999,Ahmedabad,Karnataka,India,1989-11-17,2024-07-25,Bronze
C0004945,Samantha,Taylor,davidsonkaitlyn@example.com,5867428058,Pune,West Bengal,India,1968-10-09,2024-05-19,Bronze
C0004946,Antonio,Aguirre,carrollchristopher@example.org,1283790002,Pune,Maharashtra,India,1976-10-06,2025-06-23,Gold
C0004947,Cynthia,Huynh,grace94@example.com,4372598494,Pune,Gujarat,India,1970-09-06,2025-11-21,Gold
C0004948,Ashlee,Miranda,,9406067837,Coimbatore,Maharashtra,India,1975-01-14,2024-10-31,Silver
C0004949,Jennifer,Snyder,dpineda@example.org,2373922030,Pune,Maharashtra,India,2005-03-30,2024-08-23,Gold
C0004950,Lauren,Alvarez,,9029807812,Pune,Rajasthan,India,1982-06-23,2026-07-08,Platinum
C0004951,Benjamin,Sparks,stephaniebarnes@example.com,0399156834,Mumbai,Rajasthan,India,1968-05-22,2022-07-24,Silver
C0004952,Jared,Delgado,brittanydelacruz@example.net,7468162026,Mumbai,Gujarat,India,1991-10-14,2022-05-06,Silver
C0004953,Michael,Cobb,andrew92@example.com,1123517359,Chennai,Maharashtra,India,1982-09-09,2024-01-02,Silver
C0004954,Katherine,Crane,mprice@example.org,1085560499,Bengaluru,West Bengal,India,1985-02-17,2024-01-29,Gold
C0004955,Donna,Howell,colescott@example.net,3165864702,Jaipur,Maharashtra,India,1990-11-23,2026-03-18,Bronze
C0004956,Bradley,King,james94@example.net,8054635415,Ahmedabad,Gujarat,India,1974-07-11,2026-01-16,Silver
C0004957,Russell,Krueger,nmartin@example.net,9146968512,Delhi,Karnataka,India,2001-08-18,2021-09-09,Bronze
C0004958,Jessica,Charles,pchapman@example.com,8374025528,Mumbai,Delhi,India,1976-08-15,2024-08-12,Silver
C0004959,Jeff,Thomas,luke68@example.net,3516607738,Pune,Tamil Nadu,India,1974-08-02,2025-07-03,Silver
C0004960,William,Hendricks,imoran@example.net,7197132092,Mumbai,Tamil Nadu,India,1994-10-20,2025-08-01,Bronze
C0004961,Samantha,Thompson,fgregory@example.org,2329075681,Jaipur,Gujarat,India,2000-04-15,2024-07-27,Silver
C0004962,Marco,Ruiz,monica76@example.net,1901692109,Delhi,Maharashtra,India,2002-03-07,2022-10-10,Silver
C0004963,Keith,Crosby,weekskyle@example.com,0893616222,Pune,Rajasthan,India,1973-08-24,2024-12-27,Gold
C0004964,Christopher,Kim,jason43@example.org,0646001551,Mumbai,Maharashtra,India,1993-10-29,2023-01-28,Platinum
C0004965,Amanda,Bradley,onguyen@example.org,6641650765,Jaipur,Rajasthan,India,1998-02-20,2024-07-16,Bronze
C0004966,Stephen,Brown,sdavis@example.com,2414910905,Chennai,Maharashtra,India,1980-11-07,2021-11-29,Silver
C0004967,Brian,Adams,jorge81@example.com,9350837006,Coimbatore,Delhi,India,2008-07-04,2025-11-16,Bronze
C0004968,Erin,Greer,jasongross@example.org,9206380769,Kolkata,West Bengal,India,1972-02-24,2021-10-28,Silver
C0004969,Nicole,Brooks,emilyparsons@example.net,2823963916,Chennai,Delhi,India,1995-11-19,2025-12-05,Bronze
C0004970,SCOTT,Flores,msanders@example.com,5486691425,Hyderabad,Delhi,India,1983-08-21,2024-04-13,Bronze
C0004971,Michael,George,latoyagreer@example.net,3387657582,Kolkata,Karnataka,India,1977-01-21,2023-10-19,Bronze
C0004972,Colton,Hunt,anna93@example.com,0553782915,Hyderabad,Gujarat,India,1993-03-22,2022-05-30,Silver
C0004973,Ronald,Bryant,keith42@example.net,5789584295,Coimbatore,Telangana,India,1989-08-31,2025-06-12,Silver
C0004974,Evan,Willis,georgecraig@example.org,8050833504,Pune,Karnataka,India,2008-02-02,2024-08-04,Gold
C0004975,Heidi,Clark,vgordon@example.org,9035937563,Ahmedabad,Delhi,India,1988-01-16,2026-02-22,Bronze
C0004976,Tara,Allen,olsencassandra@example.org,5642927782,Jaipur,Gujarat,India,1966-04-23,2023-08-03,Bronze
C0004977,Linda,Nelson,david42@example.com,9768484900,Jaipur,Telangana,India,2004-07-20,2023-03-17,Bronze
C0004978,Dylan,Lopez,ncarpenter@example.org,4566252825,Chennai,Karnataka,India,1987-07-11,2024-05-17,Bronze
C0004979,Jeffrey,Smith,amberevans@example.com,4775152566,Pune,Tamil Nadu,India,1983-01-02,2022-11-08,Silver
C0004980,Michael,Robinson,thompsonchristopher@example.com,8047677839,Hyderabad,Maharashtra,India,1975-10-09,2026-01-16,Gold
C0004981,Juan,Ramirez,hannahhanson@example.org,3490225590,Kolkata,Tamil Nadu,India,1999-06-07,2025-07-30,Bronze
C0004982,Melissa,Martinez,desiree03@example.org,7983289166,Kolkata,Maharashtra,India,2005-08-28,2026-01-03,Bronze
C0004983,Lisa,Rodriguez,desireeandrews@example.net,2832557444,Pune,Rajasthan,India,1977-09-20,2024-09-16,Gold
C0004984,Amanda,Brooks,brownjames@example.net,7887966113,Chennai,Delhi,India,1980-11-14,2024-02-07,Bronze
C0004985,Keith,Golden,sarah68@example.net,6376614489,Jaipur,Tamil Nadu,India,2001-01-16,2023-07-04,Gold
C0004986,Shawn,Dean,brownnina@example.net,0571699439,Chennai,Telangana,India,1988-01-23,2026-04-29,Silver
C0004987,Ryan,Kennedy,shane58@example.com,1875406570,Bengaluru,Telangana,India,1984-05-27,2026-04-12,Bronze
C0004988,Michael,Gibson,briggsalexander@example.com,6180155133,Coimbatore,Telangana,India,1974-12-17,2022-02-04,Gold
C0004989,Michael,Rhodes,johncombs@example.com,4746738960,Mumbai,Karnataka,India,1970-02-12,2021-10-27,Gold
C0004990,Nicholas,Kline,stokescristina@example.net,7122804424,Pune,Maharashtra,India,1964-07-09,2025-09-12,Bronze
C0004991,George,Collier,matthew45@example.com,6834822778,Pune,Karnataka,India,1997-04-11,2023-09-10,Silver
C0004992,Danielle,Gonzalez,jamesthomas@example.com,0019093876,Coimbatore,Tamil Nadu,India,1974-07-24,2023-05-01,Silver
C0004993,Ian,Cline,bruceross@example.net,3995341034,Kolkata,Telangana,India,1965-05-09,2022-06-19,Silver
C0004994,Jose,Rogers,,0022900773,Bengaluru,Maharashtra,India,1986-12-15,2024-09-10,Bronze
C0004995,Barry,Roberts,jessica62@example.org,3699957538,Bengaluru,Delhi,India,2001-04-28,2022-06-10,Bronze
C0004996,Jennifer,Callahan,cynthiaanderson@example.org,1326401166,Chennai,Tamil Nadu,India,1971-10-22,2025-04-26,Bronze
C0004997,Ashley,Cohen,yuamber@example.net,5507861308,Mumbai,Gujarat,India,1962-12-13,2022-01-04,Bronze
C0004998,Darrell,Keith,kfrederick@example.org,9907278090,Mumbai,Maharashtra,India,1984-10-24,2026-05-11,Gold
C0004999,Keith,Gonzalez,ktorres@example.com,4341349992,Hyderabad,Tamil Nadu,India,2001-06-06,2024-07-28,Bronze
C0005000,VERONICA,Wood,annajensen@example.org,6722340287,Kolkata,West Bengal,India,1974-07-04,2025-03-03,Bronze
C0005001,Rachel,Salinas,kedwards@example.com,2466896761,Delhi,Gujarat,India,1992-09-04,2023-06-26,Bronze
C0005002,Richard,Underwood,drogers@example.net,5687429129,Kolkata,Tamil Nadu,India,1975-01-11,2022-04-16,Bronze
C0005003,Christopher,Vaughn,johnschristopher@example.org,5500179225,Mumbai,Rajasthan,India,1966-10-05,2026-01-12,Bronze
C0005004,Timothy,Woodard,edwin48@example.net,6406858069,Mumbai,Rajasthan,India,1981-12-15,2026-07-20,Silver
C0005005,Molly,Hatfield,hcarlson@example.org,2471146277,Pune,Karnataka,India,2007-05-31,2021-12-26,Silver
C0005006,Stephen,Garza,amy35@example.com,8106661281,Pune,Tamil Nadu,India,1976-08-25,2023-02-13,Gold
C0005007,Monica,Santana,oharris@example.com,9212959160,Hyderabad,West Bengal,India,1998-11-18,2026-03-07,Bronze
C0005008,Brooke,Johnson,craigholder@example.com,4192291534,Coimbatore,Tamil Nadu,India,1967-06-30,2026-02-13,Gold
C0005009,Mary,Rose,angela73@example.com,2326100270,Jaipur,Delhi,India,1982-01-01,2022-11-23,Bronze
C0005010,Max,Mccarthy,stevensondaniel@example.org,9005370986,Pune,Tamil Nadu,India,2002-07-27,2023-01-29,Bronze
C0005011,Rebecca,Schroeder,devindelgado@example.net,7461220707,Mumbai,Rajasthan,India,1994-10-22,2022-02-07,Bronze
C0005012,Timothy,Thornton,nwhite@example.com,7566376373,Mumbai,Maharashtra,India,1993-03-12,2022-10-04,Gold
C0005013,Kathryn,Ramirez,foxcarl@example.net,0856886155,Kolkata,Karnataka,India,1966-09-14,2023-07-29,Silver
C0005014,Marcus,Blair,nancybrown@example.com,7988996842,Ahmedabad,Tamil Nadu,India,1981-06-22,2024-11-08,Bronze
C0005015,Kimberly,Walters,kevingeorge@example.org,7876187057,Coimbatore,West Bengal,India,1965-09-14,2026-06-26,Bronze
C0005016,Charles,Turner,lindseythomas@example.com,4312188518,Bengaluru,Tamil Nadu,India,1979-07-23,2022-10-21,Bronze
C0005017,BRANDON,Smith,arellanoamber@example.net,9728099578,Bengaluru,Maharashtra,India,1961-08-28,2023-07-29,Bronze
C0005018,Vanessa,Wright,bakerjonathan@example.com,3971647990,Jaipur,Delhi,India,1971-03-20,2022-10-02,Gold
C0005019,John,Ward,ashleylee@example.net,0239291496,Mumbai,Rajasthan,India,1967-07-11,2021-11-27,Gold
C0005020,Richard,Smith,xmoore@example.net,8058691956,Pune,Gujarat,India,2004-10-30,2025-10-29,Bronze
C0005021,Diana,Peterson,ijohnson@example.net,9129065828,Mumbai,Rajasthan,India,1976-08-26,2024-07-21,Gold
C0005022,Susan,Martinez,zgarcia@example.com,0594829298,Delhi,Maharashtra,India,1974-10-10,2024-06-19,Silver
C0005023,Albert,Russell,carriedickerson@example.org,1590726671,Delhi,Tamil Nadu,India,1987-11-03,2022-11-10,Bronze
C0005024,Nicholas,Hamilton,timothy81@example.com,7458028240,Hyderabad,Maharashtra,India,1967-03-03,2023-01-18,Bronze
C0005025,James,Owens,rachelmckay@example.net,9157265213,Kolkata,Maharashtra,India,1979-06-29,2023-05-01,Silver
C0005026,Ashley,Zamora,vickimccall@example.com,0065861584,Kolkata,Rajasthan,India,2005-12-17,2022-07-21,Gold
C0005027,Kurt,Bender,frazierlaura@example.net,4367580066,Ahmedabad,Gujarat,India,1995-04-15,2022-04-14,Silver
C0005028,Hannah,Rodriguez,rebeccawong@example.com,2105690171,Delhi,Maharashtra,India,1980-01-29,2024-01-10,Bronze
C0005029,David,Page,chad38@example.net,1750227831,Bengaluru,Tamil Nadu,India,1984-10-14,2022-10-19,Gold
C0005030,John,Diaz,annarios@example.org,3240072121,Jaipur,Tamil Nadu,India,1983-06-13,2024-01-14,Gold
C0005031,Debbie,Mendoza,andrewvance@example.com,5746399043,Delhi,Tamil Nadu,India,1999-06-18,2022-10-15,Bronze
C0005032,Anthony,Alexander,frank75@example.org,0613419271,Kolkata,Rajasthan,India,1992-06-11,2023-10-06,Platinum
C0005033,Lisa,Johnson,yodermichael@example.org,5974978664,Bengaluru,Tamil Nadu,India,1976-01-30,2023-02-17,Bronze
C0005034,Lisa,Jones,matthew92@example.com,0834512919,Mumbai,West Bengal,India,1964-09-20,2024-06-12,Silver
C0005035,GEORGE,Clark,scottthompson@example.com,3963502998,Pune,Karnataka,India,1994-03-16,2021-07-28,Bronze
C0005036,Crystal,Barron,qbartlett@example.com,5286838432,Chennai,Delhi,India,1967-09-25,2022-02-16,Gold
C0005037,Lance,Baker,johnjohnson@example.net,4446871749,Bengaluru,Delhi,India,1983-01-09,2022-11-25,Bronze
C0005038,Cheryl,Wise,coletracy@example.net,5321709117,Ahmedabad,Maharashtra,India,2007-03-14,2024-01-05,Bronze
C0005039,Carrie,Krueger,ycollins@example.net,8894921475,Chennai,Gujarat,India,1965-07-21,2023-09-11,Bronze
C0005040,Anthony,Mack,randyfowler@example.com,2585525161,Bengaluru,Karnataka,India,1980-10-12,2021-10-17,Silver
C0005041,Christopher,Lawson,michael98@example.net,4370241052,Ahmedabad,Rajasthan,India,2003-04-13,2025-01-27,Silver
C0005042,Jennifer,Harris,gentryjerry@example.com,1727147780,Delhi,Delhi,India,1974-03-22,2021-12-22,Bronze
C0005043,Charles,Castro,crystalpatrick@example.org,7932002426,Jaipur,Gujarat,India,1973-11-02,2024-12-10,Bronze
C0005044,Charles,Murillo,steve06@example.net,7121835384,Hyderabad,Maharashtra,India,1976-07-21,2022-08-04,Bronze
C0005045,Anthony,Garner,cannondavid@example.org,9637702700,Kolkata,Tamil Nadu,India,1963-06-08,2024-06-14,Bronze
C0005046,Ana, Silva ,yolandapaul@example.com,5680428503,Kolkata,Gujarat,India,1976-11-08,2025-04-02,Bronze
C0005047,Thomas,Pope,bryantlucas@example.com,3835214180,Chennai,Rajasthan,India,1996-07-19,2026-02-26,Gold
C0005048,Jermaine,Moses,jeanettegarcia@example.org,2747054098,Bengaluru,Delhi,India,1964-03-26,2024-10-14,Silver
C0005049,Jill,Miller,john47@example.net,6185743866,Ahmedabad,Maharashtra,India,1973-03-18,2025-10-26,Gold
C0005050,Joshua,Morris,gordonlisa@example.net,2438311410,Chennai,Delhi,India,1993-03-29,2026-01-24,Platinum
C0005051,Erik,Carpenter,julie19@example.net,6530482721,Mumbai,Maharashtra,India,1974-06-25,2025-03-29,Silver
C0005052,Jacqueline,Dawson,jonesangela@example.org,4064922073,Chennai,Tamil Nadu,India,1970-03-26,2021-11-16,Gold
C0005053,David,Pearson,brendaray@example.com,3198948470,Kolkata,Tamil Nadu,India,1977-12-05,2021-09-16,Platinum
C0005054,Elizabeth,Miller,gle@example.org,7659845762,Ahmedabad,Maharashtra,India,1972-05-09,2021-10-25,Silver
C0005055,Ryan,Martinez,conradjennifer@example.net,1387343571,Chennai,Delhi,India,1977-02-10,2024-03-17,Bronze
C0005056,Samuel,Watts,terry29@example.org,3881393729,Jaipur,Maharashtra,India,1999-07-05,2025-09-23,Silver
C0005057,Phillip,Martin,rebeccadelgado@example.org,4409306948,Ahmedabad,Tamil Nadu,India,2006-11-05,2022-04-01,Bronze
C0005058,Jonathan,Hunter,zallen@example.org,7142546330,Pune,Tamil Nadu,India,2006-01-30,2023-05-14,Silver
C0005059,Renee,Taylor,ryan66@example.org,6956142660,Pune,Maharashtra,India,2000-03-22,2023-01-01,Bronze
C0005060,Jennifer,Clark,smithamanda@example.net,9615744342,Jaipur,West Bengal,India,2005-06-23,2022-08-08,Bronze
C0005061,William,Walter,brendamiles@example.net,0107228711,Pune,Delhi,India,1996-08-30,2025-09-10,Bronze
C0005062,Andrea,Lawson,jeremytucker@example.org,2535396540,Ahmedabad,Tamil Nadu,India,1989-07-28,2024-05-09,Bronze
C0005063,Erin,Cannon,snydercharles@example.net,1346984198,Kolkata,Karnataka,India,1997-07-13,2026-06-04,Silver
C0005064,Jeremy,Garcia,opeterson@example.org,9561488019,Hyderabad,Maharashtra,India,1975-05-14,2024-01-06,Gold
C0005065,Brittney,Schmidt,omccall@example.com,3915936753,Ahmedabad,Gujarat,India,1991-04-28,2024-02-25,Gold
C0005066,Lucas,Kelly,zsharp@example.org,3879602041,Hyderabad,Tamil Nadu,India,1978-06-24,2021-12-30,Bronze
C0005067,Daniel,Burke,terrymargaret@example.com,3121283310,Hyderabad,Rajasthan,India,2001-07-30,2022-10-25,Bronze
C0005068,Brenda,Rasmussen,saranelson@example.net,9218900091,Hyderabad,Rajasthan,India,1974-07-23,2022-03-08,Bronze
C0005069,Laurie,Hernandez,steelesteven@example.net,7003185132,Mumbai,West Bengal,India,1978-01-03,2021-10-26,Bronze
C0005070,Jeffrey,Powell,michael02@example.com,6041103740,Kolkata,Karnataka,India,1964-11-10,2024-01-27,Platinum
C0005071,Cynthia,Nguyen,sherylmeadows@example.com,9784437610,Coimbatore,Tamil Nadu,India,2000-03-03,2023-12-03,Silver
C0005072,Justin,Moore,rconley@example.net,4881341579,Jaipur,Tamil Nadu,India,2001-09-28,2022-03-28,Bronze
C0005073,Gregory,Hawkins,ygraves@example.net,1100798519,Coimbatore,Telangana,India,1965-07-20,2023-11-04,Silver
C0005074,Melissa,Carpenter,oaguilar@example.com,7693431752,Pune,Gujarat,India,1986-10-21,2022-11-10,Bronze
C0005075,Wendy,Dominguez,reginahill@example.com,6357346232,Pune,Tamil Nadu,India,1973-01-29,2024-01-03,Gold
C0005076,Samantha,Davis,nmurphy@example.org,0939423503,Coimbatore,West Bengal,India,1983-09-21,2025-01-08,Bronze
C0005077,Joshua,Fernandez,cruzeric@example.org,7078689100,Pune,West Bengal,India,2002-08-12,2023-01-31,Silver
C0005078,Jonathan,Anderson,maciaslinda@example.org,7739232511,Bengaluru,Maharashtra,India,2007-07-25,2023-05-14,Silver
C0005079,John,Davis,sowen@example.org,1719910651,Ahmedabad,Telangana,India,1999-03-21,2021-11-24,Gold
C0005080,Christina,Franklin,misty16@example.com,7305593194,Mumbai,Tamil Nadu,India,2004-08-19,2022-10-19,Gold
C0005081,Dale,Davis,brittanycox@example.com,8900167807,Coimbatore,Karnataka,India,1988-11-01,2022-10-19,Silver
C0005082,Jeffrey,Wilkinson,maxwelltammy@example.net,8401688972,Bengaluru,Delhi,India,1985-10-16,2024-10-17,Bronze
C0005083,Christopher,Price,roberthoffman@example.org,4876219821,Kolkata,Delhi,India,1995-02-15,2025-11-06,Gold
C0005084,Sheila,Lawrence,wadecory@example.com,2532484059,Coimbatore,Karnataka,India,1995-06-19,2021-10-15,Platinum
C0005085,Brittney,Cannon,dconrad@example.com,8237961357,Mumbai,Tamil Nadu,India,1967-05-17,2026-04-24,Bronze
C0005086,James,Lane,jonesjennifer@example.net,8669890949,Delhi,Karnataka,India,1996-04-02,2021-12-27,Bronze
C0005087,Lisa,Evans,benjamin92@example.net,7728663453,Bengaluru,Karnataka,India,1995-02-09,2021-12-11,Bronze
C0005088,Jeffrey,Martinez,heather16@example.com,4335842467,Bengaluru,West Bengal,India,1982-11-18,2021-08-27,Gold
C0005089,Joshua,Freeman,robinjones@example.org,6981104748,Kolkata,Tamil Nadu,India,1996-04-17,2022-08-23,Silver
C0005090,Kevin,Perry,dbrown@example.net,3543218126,Delhi,Maharashtra,India,1964-06-30,2025-06-06,Bronze
C0005091,Cheyenne,Ortiz,cynthia76@example.net,2013583422,Mumbai,Delhi,India,1987-07-27,2025-01-10,Bronze
C0005092,Colin,Valdez,martinbrooks@example.net,2813622767,Jaipur,Gujarat,India,2000-09-05,2021-12-09,Silver
C0005093,Susan,Morgan,charles33@example.org,9462383636,Jaipur,Tamil Nadu,India,1961-08-24,2025-09-07,Silver
C0005094,Jeffrey,Collins,thomaskelly@example.com,3952466321,Chennai,Gujarat,India,1995-09-20,2021-07-31,Bronze
C0005095,Zachary,Smith,lauriedavidson@example.com,1332744975,Chennai,Delhi,India,1997-03-15,2023-02-20,Silver
C0005096,Teresa,Mullins,hortonkrista@example.com,1437357400,Kolkata,Tamil Nadu,India,1990-09-25,2023-06-23,Gold
C0005097,Tiffany,Leon,johnsonchase@example.net,9880928820,Kolkata,Rajasthan,India,1963-03-16,2026-03-06,Silver
C0005098,Michael,Foster,masonlisa@example.net,9462613221,Pune,Gujarat,India,1997-09-18,2021-09-03,Platinum
C0005099,Susan,Hart,ethompson@example.org,0271346253,Kolkata,Tamil Nadu,India,1976-07-18,2025-03-29,Platinum
C0005100,Ryan,Jefferson,kingadam@example.org,8033076950,Bengaluru,Gujarat,India,1973-03-26,2023-08-04,Bronze
C0005101,Jamie,Davenport,damon88@example.org,4312228819,Bengaluru,Karnataka,India,1980-12-05,2022-08-18,Bronze
C0005102,Michael,Hernandez,juanhopkins@example.net,3987715651,Bengaluru,Gujarat,India,1997-03-04,2021-08-01,Bronze
C0005103,Kayla,Noble,russell21@example.com,4093835275,,Maharashtra,India,1967-02-14,2023-04-10,Silver
C0005104,Ashley,Stevens,wburns@example.com,0412562487,Ahmedabad,Tamil Nadu,India,2002-10-12,2023-04-13,Bronze
C0005105,Michael,Wells,lindagutierrez@example.org,0082512381,Coimbatore,Gujarat,India,1990-07-10,2023-04-12,Bronze
C0005106,Denise,Patterson,ericachan@example.com,7336234252,Kolkata,Karnataka,India,1990-06-08,2021-07-22,Bronze
C0005107,Richard,Cole,sara25@example.net,7382407936,Hyderabad,Rajasthan,India,2002-03-10,2026-06-25,Gold
C0005108,William,Weaver,teresa50@example.com,0633706791,Chennai,Tamil Nadu,India,1999-08-21,2024-04-30,Bronze
C0005109,Sarah,Lamb,jgonzalez@example.org,2823088035,Coimbatore,Telangana,India,1999-07-16,2025-05-11,Silver
C0005110,Christopher,Frank,davidjackson@example.net,4666045894,Jaipur,West Bengal,India,1998-09-03,2023-11-02,Gold
C0005111,Jennifer,Acosta,michaelmcbride@example.net,7154159705,Coimbatore,Tamil Nadu,India,1982-04-30,2024-07-15,Bronze
C0005112,Jeremy,Evans,deborah35@example.com,5726256265,Bengaluru,Tamil Nadu,India,1987-12-27,2022-10-23,Silver
C0005113,Donna,Rivera,hicksadam@example.com,8800459889,Ahmedabad,Delhi,India,2002-03-26,2024-11-30,Gold
C0005114,Megan,Griffin,rroberts@example.org,9076582448,Chennai,Delhi,India,1993-06-01,2023-11-04,Silver
C0005115,Ashley,Hoffman,jonathan85@example.org,7814464945,Kolkata,Karnataka,India,1979-05-30,2026-03-18,Silver
C0005116,Deborah,Larson,huangryan@example.com,4336671288,Bengaluru,Maharashtra,India,2000-07-11,2022-03-06,Silver
C0005117,Andrew,Norton,lorraine82@example.com,7946522566,Mumbai,Tamil Nadu,India,1973-04-20,2023-04-27,Bronze
C0005118,Karen,Vazquez,rebeccareed@example.org,7087254662,Hyderabad,West Bengal,India,1998-06-06,2025-12-06,Bronze
C0005119,Paul, Wilson ,april92@example.com,7133395975,Hyderabad,Maharashtra,India,1992-06-13,2026-06-26,Bronze
C0005120,Patrick,Perkins,torreschristopher@example.com,7757409360,Jaipur,Gujarat,India,1963-10-14,2022-03-10,Bronze
C0005121,Christopher,Kim,taylortammy@example.com,3640638636,Ahmedabad,Karnataka,India,1981-11-28,2025-08-02,Bronze
C0005122,Megan,Wang,egutierrez@example.org,1005111277,Hyderabad,Telangana,India,1996-03-23,2025-01-02,Silver
C0005123,Kim,Thomas,danavaldez@example.org,8655812848,Jaipur,Rajasthan,India,1983-09-28,2025-03-25,Bronze
C0005124,John,Foley,lisawatts@example.com,3841107342,Ahmedabad,Maharashtra,India,1981-03-01,2022-03-20,Gold
C0005125,Jocelyn,Briggs,bradfordashley@example.net,3085825929,Kolkata,Tamil Nadu,India,1969-07-24,2022-12-12,Silver
C0005126,Donald,Brown,byrdfrederick@example.net,3294194600,Pune,Tamil Nadu,India,1968-12-15,2026-01-03,Bronze
C0005127,Katherine,Dillon,jennifer75@example.org,1190507831,Ahmedabad,Tamil Nadu,India,1973-01-16,2022-09-19,Bronze
C0005128,Jennifer,Ray,eortiz@example.net,9363178680,Coimbatore,West Bengal,India,1999-08-28,2022-08-22,Bronze
C0005129,Debra,Franco,hardysamantha@example.org,3892412563,Bengaluru,Delhi,India,1989-02-28,2022-10-02,Gold
C0005130,Ryan,Jones,jennifer70@example.net,3711617413,Pune,Gujarat,India,1961-11-29,2021-09-15,Bronze
